country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt
United Arab Emirates,Middle East,High,2016,9030873,7.12265E+11,129.61,130.24,0.32,0,0.32,,0,129.29,0.247,0,0.247,99.753,0.247,675.26,0.14
United Arab Emirates,Middle East,High,2017,9234330,7.175E+11,134.57,134.47,0.75,0,0.75,,0,133.82,0.557,0,0.557,99.443,0.557,673.26,0.34
United Arab Emirates,Middle East,High,2018,9346870,7.26928E+11,136.01,135.98,1.2,0,1.2,,0,134.81,0.882,0,0.882,99.118,0.882,671.2,0.54
United Arab Emirates,Middle East,High,2019,9377855,7.34983E+11,138.45,138.44,3.66,0,3.66,,0,134.79,2.644,0,2.644,97.356,2.644,660.09,1.65
United Arab Emirates,Middle East,High,2020,9448529,6.98549E+11,137.31,137.28,5.18,0,5.18,,1.63,130.5,3.772,0,3.772,95.04,4.96,645.69,2.33
United Arab Emirates,Middle East,High,2021,9789055,7.25905E+11,149.05,149.26,6.25,0,6.25,,10.55,132.25,4.193,0,4.193,88.729,11.271,605.3,2.81
United Arab Emirates,Middle East,High,2022,10242085,7.79702E+11,155.42,155.31,7.74,0,7.75,,20.1,127.57,4.98,0,4.986,82.081,17.919,558.49,3.48
United Arab Emirates,Middle East,High,2023,10642089,,167.53,167.43,14.4,0.06,14.67,,34.44,118.42,8.595,0.036,8.757,70.686,29.314,483.79,6.51
United Arab Emirates,Middle East,High,2024,11027135,,177.26,177.02,15.21,0.2,15.62,,40.63,121.01,8.581,0.113,8.812,68.267,31.733,467.51,6.93
United Kingdom,Europe,High,2000,59057333,1.88957E+12,377.06,391.23,0,0.94,9.91,5.09,85.06,282.09,0,0.249,2.628,74.813,25.187,521.99,0.42
United Kingdom,Europe,High,2001,59288095,1.93927E+12,384.77,395.17,0,0.96,9.54,4.05,90.09,285.14,0,0.249,2.479,74.107,25.893,528.99,0.43
United Kingdom,Europe,High,2002,59540764,1.98399E+12,387.24,395.65,0,1.25,11.12,4.79,87.85,288.27,0,0.323,2.872,74.442,25.558,520.89,0.56
United Kingdom,Europe,High,2003,59820385,2.05063E+12,398.21,400.37,0,1.29,10.69,3.23,88.69,298.83,0,0.324,2.685,75.043,24.957,536.78,0.58
United Kingdom,Europe,High,2004,60169964,2.09953E+12,393.92,401.41,0,1.94,14.14,4.84,80,299.78,0,0.492,3.59,76.102,23.898,536.02,0.87
United Kingdom,Europe,High,2005,60596107,2.16173E+12,398.35,406.67,0.01,2.9,16.93,4.92,81.62,299.8,0.003,0.728,4.25,75.26,24.74,535.26,1.31
United Kingdom,Europe,High,2006,61051093,2.21262E+12,397.27,404.79,0.01,4.22,18.1,4.59,75.45,303.72,0.003,1.062,4.556,76.452,23.548,559.34,1.9
United Kingdom,Europe,High,2007,61535859,2.26763E+12,396.81,402.02,0.01,5.27,19.68,5.08,63.03,314.1,0.003,1.328,4.96,79.156,20.844,556.06,2.38
United Kingdom,Europe,High,2008,62027303,2.25203E+12,388.96,399.98,0.02,7.13,21.94,5.14,52.49,314.53,0.005,1.833,5.641,80.864,19.136,554.38,3.22
United Kingdom,Europe,High,2009,62506222,2.15148E+12,376.76,379.62,0.02,9.28,25.24,5.23,69.1,282.42,0.005,2.463,6.699,74.96,25.04,504.65,4.18
United Kingdom,Europe,High,2010,63006482,2.19092E+12,382.06,384.72,0.04,10.29,26.18,3.59,62.14,293.74,0.01,2.693,6.852,76.883,23.117,517.2,4.65
United Kingdom,Europe,High,2011,63509285,2.22301E+12,367.97,374.19,0.24,15.96,35.2,5.69,68.98,263.79,0.065,4.337,9.566,71.688,28.312,499.63,7.29
United Kingdom,Europe,High,2012,63960488,2.25521E+12,363.87,375.73,1.35,19.84,41.24,5.31,70.41,252.22,0.371,5.452,11.334,69.316,30.684,537.23,9.54
United Kingdom,Europe,High,2013,64389386,2.29625E+12,358.28,372.71,2.01,28.4,53.21,4.7,70.61,234.46,0.561,7.927,14.852,65.44,34.56,506.92,13.68
United Kingdom,Europe,High,2014,64865914,2.36973E+12,338.08,358.6,4.05,31.95,64.51,5.89,63.75,209.82,1.198,9.45,19.081,62.062,37.938,462.88,16.2
United Kingdom,Europe,High,2015,65382107,2.42644E+12,338.87,359.98,7.53,40.27,83.36,6.3,70.34,185.17,2.222,11.884,24.599,54.643,45.357,397.79,21.51
United Kingdom,Europe,High,2016,65893359,2.47897E+12,339.18,356.93,10.41,37.16,83.01,5.37,71.73,184.44,3.069,10.956,24.474,54.378,45.622,333.45,21.41
United Kingdom,Europe,High,2017,66354473,2.53955E+12,338.22,352.98,11.46,49.65,98.89,5.88,70.34,168.99,3.388,14.68,29.238,49.965,50.035,302.2,27.5
United Kingdom,Europe,High,2018,66752473,2.58285E+12,333.76,352.87,12.67,56.91,110.14,5.44,65.06,158.56,3.796,17.051,33,47.507,52.493,285.65,31.31
United Kingdom,Europe,High,2019,67110958,2.62429E+12,327.19,348.36,12.42,63.84,119.74,5.93,56.18,151.27,3.796,19.512,36.596,46.233,53.767,268.41,34.32
United Kingdom,Europe,High,2020,67351860,2.3348E+12,310.3,328.55,12.55,75.62,133.63,6.88,50.24,126.43,4.044,24.37,43.065,40.744,59.256,242.54,39.68
United Kingdom,Europe,High,2021,67668788,2.51219E+12,307.9,332.64,12.13,64.93,122.49,5.42,46.1,139.31,3.94,21.088,39.782,45.245,54.755,267.1,34.68
United Kingdom,Europe,High,2022,68179315,2.61523E+12,324.58,320.28,13.34,80.21,135.06,5.66,47.4,142.12,4.11,24.712,41.611,43.786,56.214,254.98,42.1
United Kingdom,Europe,High,2023,68682965,,292.53,315.83,13.88,82.15,135.67,5.54,40.6,116.26,4.745,28.083,46.378,39.743,60.257,235.63,43.21
United Kingdom,Europe,High,2024,69138185,,284.16,317.35,14.79,83.28,143.92,5.76,40.59,99.65,5.205,29.307,50.648,35.068,64.932,216.5,44.13
United Kingdom,Europe,High,2025,69551334,,292.31,321.38,19.32,85.84,151.92,5.55,36.38,104.01,6.609,29.366,51.972,35.582,64.418,217.41,47.32
United States,North America,High,2000,281484126,1.29474E+13,3802.1,3835.86,0.49,5.59,350.93,270.03,753.89,2697.28,0.013,0.147,9.23,70.942,29.058,607.52,2.74
United States,North America,High,2001,284279634,1.30738E+13,3727.57,3749.6,0.54,6.74,280.06,208.14,768.83,2678.68,0.014,0.181,7.513,71.861,28.139,609.89,3.28
United States,North America,High,2002,287084335,1.33073E+13,3844.23,3865.21,0.55,10.35,336.34,255.59,780.06,2727.83,0.014,0.269,8.749,70.959,29.041,600.66,4.9
United States,North America,High,2003,289908091,1.36809E+13,3868.94,3875.36,0.53,11.19,349.18,267.27,763.73,2756.03,0.014,0.289,9.025,71.235,28.765,606.34,5.27
United States,North America,High,2004,292786248,1.41989E+13,3951.95,3963.26,0.58,14.14,345.14,259.93,788.53,2818.28,0.015,0.358,8.733,71.314,28.686,602.44,6.62
United States,North America,High,2005,295716666,1.46738E+13,4034.99,4059.77,0.55,17.81,353.04,263.76,781.99,2899.96,0.014,0.441,8.749,71.87,28.13,604.39,8.26
United States,North America,High,2006,298730208,1.50652E+13,4046.94,4065.36,0.51,26.59,381.16,282.69,787.22,2878.56,0.013,0.657,9.418,71.129,28.871,595.46,12.2
United States,North America,High,2007,301844223,1.53332E+13,4142.57,4173.82,0.61,34.45,347.91,240.61,806.42,2988.24,0.015,0.832,8.398,72.135,27.865,598.47,15.78
United States,North America,High,2008,304970325,1.52886E+13,4107.53,4140.35,0.86,55.36,377.11,248.54,806.21,2924.21,0.021,1.348,9.181,71.191,28.809,591.33,25.3
United States,North America,High,2009,308023452,1.4864E+13,3939.82,3973.87,0.89,73.89,415.56,268.82,798.85,2725.41,0.023,1.875,10.548,69.176,30.824,565.02,33.65
United States,North America,High,2010,311062785,1.52396E+13,4113.94,4139.92,1.21,94.65,424.48,254.7,806.97,2882.49,0.029,2.301,10.318,70.066,29.934,570.81,43.14
United States,North America,High,2011,314105075,1.54779E+13,4088.87,4126.12,1.82,120.18,509.74,312.93,790.2,2788.93,0.045,2.939,12.467,68.208,31.792,550.48,54.9
United States,North America,High,2012,317115349,1.58309E+13,4040.67,4087.93,4.33,140.82,492.32,271.29,769.33,2779.02,0.107,3.485,12.184,68.776,31.224,532.77,65.32
United States,North America,High,2013,320110752,1.61225E+13,4055.61,4113.49,9.04,167.84,520.38,263.88,789.02,2746.21,0.223,4.138,12.831,67.714,32.286,533.43,79.6
United States,North America,High,2014,323115377,1.64913E+13,4096.01,4149.22,28.92,181.65,546.83,253.19,797.17,2752.01,0.706,4.435,13.35,67.188,32.812,529.41,94.76
United States,North America,High,2015,326126496,1.69376E+13,4083.99,4150.66,39.03,190.72,556.49,243.99,797.18,2730.32,0.956,4.67,13.626,66.854,33.146,504.9,103.39
United States,North America,High,2016,329179423,1.72201E+13,4087.56,4154.06,54.87,226.99,624.91,261.13,805.69,2656.96,1.342,5.553,15.288,65.001,34.999,483.35,126.84
United States,North America,High,2017,332204657,1.76061E+13,4052.31,4108.62,77.28,254.3,707.19,293.84,804.95,2540.17,1.907,6.275,17.452,62.684,37.316,469.02,149.21
United States,North America,High,2018,335056492,1.81247E+13,4201.55,4246.01,93.36,272.67,733.17,286.62,807.08,2661.3,2.222,6.49,17.45,63.341,36.659,462.61,164.71
United States,North America,High,2019,337790069,1.85406E+13,4158.38,4197.42,106.89,295.88,760.76,282.61,809.41,2588.21,2.57,7.115,18.295,62.241,37.759,439.45,181.25
United States,North America,High,2020,339436156,1.80274E+13,4043.18,4090.49,130.72,337.94,821.4,279.95,789.88,2431.9,3.233,8.358,20.316,60.148,39.852,411.73,210.9
United States,North America,High,2021,340161438,1.90994E+13,4153.62,4192.93,164.42,378.2,861.58,246.47,779.65,2512.39,3.958,9.105,20.743,60.487,39.513,423.78,244.18
United States,North America,High,2022,341534041,1.94932E+13,4286.89,4328.1,205.07,434.3,958.14,248.76,771.54,2557.21,4.784,10.131,22.35,59.652,40.348,410.39,287.72
United States,North America,High,2023,343477330,,4253.91,4272.81,238.94,421.14,964.74,239.01,774.87,2514.3,5.617,9.9,22.679,59.106,40.894,392.89,297.04
United States,North America,High,2024,345426566,,4391.02,4404.83,303.75,451.9,1056.63,237.04,781.86,2552.53,6.918,10.291,24.063,58.131,41.869,383.78,340.04
United States,North America,High,2025,347275809,,4519.79,4535.81,388.82,464.39,1158.8,241.7,784.78,2576.21,8.603,10.275,25.638,56.998,43.002,384.4,383.94
Uzbekistan,Asia,Lower-middle,2000,24787052,1.16876E+11,46.86,48.14,0,0,3.53,3.53,0,43.33,0,0,7.533,92.467,7.533,1103.5,0
Uzbekistan,Asia,Lower-middle,2001,25090289,1.1989E+11,47.96,48.45,0,0,4.36,4.36,0,43.6,0,0,9.091,90.909,9.091,1085.07,0
Uzbekistan,Asia,Lower-middle,2002,25399987,1.22758E+11,49.4,49.32,0,0,6.02,6.02,0,43.38,0,0,12.186,87.814,12.186,1049.39,0
Uzbekistan,Asia,Lower-middle,2003,25711261,1.25924E+11,48.74,48.73,0,0,8.17,8.17,0,40.57,0,0,16.762,83.238,16.762,997.33,0
Uzbekistan,Asia,Lower-middle,2004,26029350,1.33132E+11,49.7,49.45,0,0,6.1,6.1,0,43.6,0,0,12.274,87.726,12.274,1057.95,0
Uzbekistan,Asia,Lower-middle,2005,26356977,1.40239E+11,47.67,47.39,0,0,8.93,8.93,0,38.74,0,0,18.733,81.267,18.733,984.69,0
Uzbekistan,Asia,Lower-middle,2006,26699046,1.48405E+11,49.32,48.9,0,0,4.65,4.65,0,44.67,0,0,9.428,90.572,9.428,1105.64,0
Uzbekistan,Asia,Lower-middle,2007,27076013,1.59994E+11,49.02,50.01,0,0,4.67,4.67,0,44.35,0,0,9.527,90.473,9.527,1114.85,0
Uzbekistan,Asia,Lower-middle,2008,27494780,1.71693E+11,50.22,50.32,0,0,4.49,4.49,0,45.73,0,0,8.941,91.059,8.941,1129.83,0
Uzbekistan,Asia,Lower-middle,2009,27939333,1.82716E+11,50.1,50.05,0,0,6.48,6.48,0,43.62,0,0,12.934,87.066,12.934,1085.03,0
Uzbekistan,Asia,Lower-middle,2010,28385509,1.9516E+11,51.97,50.8,0,0,8.19,8.19,0,43.78,0,0,15.759,84.241,15.759,1053.69,0
Uzbekistan,Asia,Lower-middle,2011,28823194,2.08063E+11,52.8,52.07,0,0,5.7,5.7,0,47.1,0,0,10.795,89.205,10.795,1118.37,0
Uzbekistan,Asia,Lower-middle,2012,29261908,2.2284E+11,53,52.33,0,0,6.65,6.65,0,46.35,0,0,12.547,87.453,12.547,1098.3,0
Uzbekistan,Asia,Lower-middle,2013,29724065,2.39101E+11,54.61,53.73,0,0,5.7,5.7,0,48.91,0,0,10.438,89.562,10.438,1125.98,0
Uzbekistan,Asia,Lower-middle,2014,30222994,2.55536E+11,55.75,54.97,0,0,6.07,6.07,0,49.68,0,0,10.888,89.112,10.888,1121.08,0
Uzbekistan,Asia,Lower-middle,2015,30749349,2.73984E+11,57.41,56.12,0,0,6.82,6.82,0,50.59,0,0,11.879,88.121,11.879,1111.65,0
Uzbekistan,Asia,Lower-middle,2016,31284565,2.90236E+11,58.71,57.21,0,0,6.86,6.86,0,51.85,0,0,11.685,88.315,11.685,1114.12,0
Uzbekistan,Asia,Lower-middle,2017,31819172,3.02992E+11,60.84,60.2,0.01,0,7.94,7.93,0,52.9,0.016,0,13.051,86.949,13.051,1096.98,0
Uzbekistan,Asia,Lower-middle,2018,32373489,3.20808E+11,63.15,62.76,0.01,0,5.91,5.9,0,57.24,0.016,0,9.359,90.641,9.359,1139.19,0
Uzbekistan,Asia,Lower-middle,2019,32964700,3.39999E+11,63.56,64.87,0.01,0,6.47,6.46,0,57.09,0.016,0,10.179,89.821,10.179,1119.26,0
Uzbekistan,Asia,Lower-middle,2020,33586373,3.46785E+11,66.53,69.05,0.01,0,5.01,5,0,61.52,0.015,0,7.53,92.47,7.53,1149.11,0
Uzbekistan,Asia,Lower-middle,2021,34243696,3.72458E+11,71.44,75.03,0.05,0,5.02,4.97,0,66.42,0.07,0,7.027,92.973,7.027,1150.48,0.02
Uzbekistan,Asia,Lower-middle,2022,34938953,3.93572E+11,75.07,77.4,0.44,0,6.92,6.48,0,68.15,0.586,0,9.218,90.782,9.218,1121.35,0.2
Uzbekistan,Asia,Lower-middle,2023,35652311,,76.8,79.73,0.45,0.55,7.6,6.6,0,69.2,0.586,0.716,9.896,90.104,9.896,1113.28,0.45
Uzbekistan,Asia,Lower-middle,2024,36361859,,81.5,84.43,2.9,1.9,13,8.2,0,68.5,3.558,2.331,15.951,84.049,15.951,1040.12,2.16
Uzbekistan,Asia,Lower-middle,2025,37053428,,86.7,89.63,6.5,4,16.8,6.3,0,69.9,7.497,4.614,19.377,80.623,19.377,1000,4.72
Venezuela,South America,Upper-middle,2000,24526707,3.30236E+11,85.27,85.22,0,0,62.89,62.89,0,22.38,0,0,73.754,26.246,73.754,212.74,0
Venezuela,South America,Upper-middle,2001,24979934,3.43313E+11,90.11,90.08,0,0,60.44,60.44,0,29.67,0,0,67.074,32.926,67.074,261.57,0
Venezuela,South America,Upper-middle,2002,25435674,3.14004E+11,91.85,91.99,0,0,59.53,59.53,0,32.32,0,0,64.812,35.188,64.812,274.14,0
Venezuela,South America,Upper-middle,2003,25892710,2.91334E+11,91.95,91.54,0,0,60.53,60.53,0,31.42,0,0,65.829,34.171,65.829,263.73,0
Venezuela,South America,Upper-middle,2004,26340843,3.46317E+11,98.55,98.93,0,0,70.07,70.07,0,28.48,0,0,71.101,28.899,71.101,228.62,0
Venezuela,South America,Upper-middle,2005,26785797,3.8357E+11,105.39,104.81,0,0,77.23,77.23,0,28.16,0,0,73.28,26.72,73.28,211.22,0
Venezuela,South America,Upper-middle,2006,27224691,4.23879E+11,110.42,109.87,0,0,81.6,81.6,0,28.82,0,0,73.9,26.1,73.9,207.21,0
Venezuela,South America,Upper-middle,2007,27649369,4.62277E+11,114.21,113.67,0,0,83.06,83.06,0,31.15,0,0,72.726,27.274,72.726,217.67,0
Venezuela,South America,Upper-middle,2008,28053694,4.88287E+11,119.3,118.83,0,0,86.84,86.84,0,32.46,0,0,72.791,27.209,72.791,215.68,0
Venezuela,South America,Upper-middle,2009,28438296,4.74359E+11,119.57,119.2,0,0,85.96,85.96,0,33.61,0,0,71.891,28.109,71.891,222.13,0
Venezuela,South America,Upper-middle,2010,28813101,4.77592E+11,113.76,113.3,0,0,76.78,76.78,0,36.98,0,0,67.493,32.507,67.493,252.02,0
Venezuela,South America,Upper-middle,2011,29185220,5.02689E+11,117.96,117.47,0,0,83.67,83.67,0,34.29,0,0,70.931,29.069,70.931,227.11,0
Venezuela,South America,Upper-middle,2012,29553829,5.3097E+11,128.31,127.97,0,0.05,82.06,82.01,0,46.25,0,0.039,63.954,36.046,63.954,279.87,0.02
Venezuela,South America,Upper-middle,2013,29912195,5.38101E+11,135.13,135,0,0.09,83.63,83.54,0,51.5,0,0.067,61.889,38.111,61.889,297.79,0.04
Venezuela,South America,Upper-middle,2014,30254080,5.17147E+11,115.23,114.36,0,0.09,64.38,64.29,0,50.85,0,0.078,55.871,44.129,55.871,341.49,0.04
Venezuela,South America,Upper-middle,2015,30573968,4.84975E+11,127.52,126.55,0.01,0.09,75,74.9,0,52.52,0.008,0.071,58.814,41.186,58.814,318.93,0.04
Venezuela,South America,Upper-middle,2016,30765719,4.02336E+11,116.94,115.83,0.01,0.09,63.06,62.96,0,53.88,0.009,0.077,53.925,46.075,53.925,356.76,0.04
Venezuela,South America,Upper-middle,2017,30565331,3.39286E+11,103.8,102.74,0.01,0.09,60.61,60.51,0,43.19,0.01,0.087,58.391,41.609,58.391,320.81,0.04
Venezuela,South America,Upper-middle,2018,29807591,2.72599E+11,99.71,98.69,0.01,0.04,58.2,58.15,0,41.51,0.01,0.04,58.369,41.631,58.369,320.93,0.02
Venezuela,South America,Upper-middle,2019,28938096,1.97171E+11,85.15,84.28,0.01,0.06,49.71,49.64,0,35.44,0.012,0.07,58.379,41.621,58.379,320.85,0.03
Venezuela,South America,Upper-middle,2020,28444080,1.38029E+11,80.51,79.86,0.01,0.02,62.54,62.51,0,17.97,0.012,0.025,77.68,22.32,77.68,184.57,0.01
Venezuela,South America,Upper-middle,2021,28237830,1.38656E+11,82.93,82.93,0.01,0.02,65.71,65.68,0,17.22,0.012,0.024,79.235,20.764,79.235,174.24,0.01
Venezuela,South America,Upper-middle,2022,28213015,1.49682E+11,82.36,82.36,0.01,0.02,64.54,64.51,0,17.82,0.012,0.024,78.363,21.637,78.363,180.43,0.01
Venezuela,South America,Upper-middle,2023,28300861,,71.96,71.96,0.01,0.02,65.01,64.98,0,6.95,0.014,0.028,90.342,9.658,90.342,91.86,0.01
Venezuela,South America,Upper-middle,2024,28405544,,80.13,80.13,0.01,0.02,73.03,73,0,7.1,0.012,0.025,91.139,8.861,91.139,85.86,0.01
Vietnam,Asia,Lower-middle,2000,77154016,2.20383E+11,26.56,26.56,0,0,14.55,14.55,0,12.01,0,0,54.782,45.218,54.782,321.91,0
Vietnam,Asia,Lower-middle,2001,77969357,2.34846E+11,30.61,30.61,0,0,18.21,18.21,0,12.4,0,0,59.49,40.51,59.49,290.76,0
Vietnam,Asia,Lower-middle,2002,78772227,2.50683E+11,35.8,35.8,0,0,18.2,18.2,0,17.6,0,0,50.838,49.162,50.838,344.41,0
Vietnam,Asia,Lower-middle,2003,79563778,2.68203E+11,40.93,40.93,0,0,18.99,18.99,0,21.94,0,0,46.396,53.604,46.396,375.76,0
Vietnam,Asia,Lower-middle,2004,80338977,2.88149E+11,46.2,46.2,0,0,17.82,17.82,0,28.38,0,0,38.571,61.429,38.571,407.14,0
Vietnam,Asia,Lower-middle,2005,81088309,3.08989E+11,52.08,52.46,0,0,16.58,16.53,0,35.5,0,0,31.836,68.164,31.836,462.56,0
Vietnam,Asia,Lower-middle,2006,82167901,3.29425E+11,57.9,58.87,0,0,19.77,19.71,0,38.13,0,0,34.145,65.855,34.145,448.36,0
Vietnam,Asia,Lower-middle,2007,83633374,3.51786E+11,64.16,66.79,0,0,22.52,22.44,0,41.64,0,0,35.1,64.9,35.1,438.9,0
Vietnam,Asia,Lower-middle,2008,85175789,3.70682E+11,70.95,74.17,0,0,26.03,25.98,0,44.92,0,0,36.688,63.312,36.688,421.85,0
Vietnam,Asia,Lower-middle,2009,86460023,3.89671E+11,80.64,84.37,0,0.01,30.05,29.98,0,50.59,0,0.012,37.264,62.736,37.264,411.95,0
Vietnam,Asia,Lower-middle,2010,87455148,4.13666E+11,91.72,96.36,0.01,0.04,28.62,28.52,0,63.1,0.011,0.044,31.204,68.796,31.204,450.72,0.02
Vietnam,Asia,Lower-middle,2011,88468315,4.38355E+11,101.51,105.38,0.01,0.04,41.19,41.08,0,60.32,0.01,0.039,40.577,59.423,40.577,405.48,0.02
Vietnam,Asia,Lower-middle,2012,89510355,4.62486E+11,115.16,116.61,0.01,0.04,53.42,53.31,0,61.74,0.009,0.035,46.388,53.612,46.388,369.4,0.02
Vietnam,Asia,Lower-middle,2013,90573103,4.88173E+11,124.46,126.79,0.01,0.07,57.96,57.82,0,66.5,0.008,0.056,46.569,53.431,46.569,371.36,0.04
Vietnam,Asia,Lower-middle,2014,91679582,5.19523E+11,141.25,142.69,0.01,0.07,62.3,62.16,0,78.95,0.007,0.05,44.106,55.894,44.106,401.13,0.04
Vietnam,Asia,Lower-middle,2015,92823254,5.55822E+11,161.93,162.91,0.01,0.12,56.32,56.12,0,105.61,0.006,0.074,34.78,65.22,34.78,483.73,0.06
Vietnam,Asia,Lower-middle,2016,94000115,5.93007E+11,179.17,180.5,0.01,0.2,64.27,63.94,0,114.9,0.006,0.112,35.871,64.129,35.871,489.09,0.09
Vietnam,Asia,Lower-middle,2017,95176978,6.34161E+11,194.72,195.43,0.01,0.35,86.51,85.94,0,108.21,0.005,0.18,44.428,55.572,44.428,430.52,0.16
Vietnam,Asia,Lower-middle,2018,96237319,6.81501E+11,217.18,218.8,0.02,0.49,84.08,83.08,0,133.1,0.009,0.226,38.714,61.286,38.714,482.87,0.23
Vietnam,Asia,Lower-middle,2019,97173778,7.31653E+11,236.89,238.14,4.82,0.72,72.01,66.12,0,164.88,2.035,0.304,30.398,69.602,30.398,553.89,2.49
Vietnam,Asia,Lower-middle,2020,98079196,7.5263E+11,244,245.51,10.76,0.98,84.95,72.87,0,159.05,4.41,0.402,34.816,65.184,34.816,528.44,5.28
Vietnam,Asia,Lower-middle,2021,98935101,7.71912E+11,253.61,254.43,26.15,3.34,108.48,78.67,0,145.13,10.311,1.317,42.774,57.226,42.774,475.06,13.27
Vietnam,Asia,Lower-middle,2022,99680656,8.33804E+11,265.11,267.43,25.75,9.09,131.13,95.91,0,133.98,9.713,3.429,49.462,50.538,49.462,415.41,15.68
Vietnam,Asia,Lower-middle,2023,100352189,,276.59,280.07,25.69,11.59,118.77,80.62,0,157.82,9.288,4.19,42.941,57.059,42.941,472.4,16.78
Vietnam,Asia,Lower-middle,2024,100987685,,303.58,307.18,25.86,12.75,128.36,88.72,0,175.22,8.518,4.2,42.282,57.718,42.282,484.32,17.37
Vietnam,Asia,Lower-middle,2025,101598530,,309.99,313.59,23.04,14.37,140.79,102.35,0,169.2,7.432,4.636,45.418,54.582,45.418,460.73,16.83
