country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt
Algeria,Africa,Lower-middle,2000,30903894,2.08554E+11,25.4,25.33,0,0,0.05,0.05,0,25.35,0,0,0.197,99.803,0.197,638.58,0
Algeria,Africa,Lower-middle,2001,31331226,2.2342E+11,26.62,26.57,0,0,0.07,0.07,0,26.55,0,0,0.263,99.737,0.263,638.24,0
Algeria,Africa,Lower-middle,2002,31750832,2.45361E+11,27.65,27.63,0,0,0.06,0.06,0,27.59,0,0,0.217,99.783,0.217,637.98,0
Algeria,Africa,Lower-middle,2003,32175813,2.73569E+11,29.57,29.58,0,0,0.26,0.26,0,29.31,0,0,0.879,99.121,0.879,634.09,0
Algeria,Africa,Lower-middle,2004,32628286,2.96774E+11,31.25,31.26,0,0,0.25,0.25,0,31,0,0,0.8,99.2,0.8,634.56,0
Algeria,Africa,Lower-middle,2005,33109258,3.26854E+11,33.91,33.99,0,0,0.55,0.55,0,33.36,0,0,1.622,98.378,1.622,629.31,0
Algeria,Africa,Lower-middle,2006,33623505,3.45705E+11,35.23,35.31,0,0,0.22,0.22,0,35.01,0,0,0.624,99.376,0.624,635.82,0
Algeria,Africa,Lower-middle,2007,34189420,3.71665E+11,37.19,37.2,0,0,0.22,0.22,0,36.97,0,0,0.592,99.408,0.592,635.92,0
Algeria,Africa,Lower-middle,2008,34816963,3.95659E+11,40.23,40.18,0,0,0.28,0.28,0,39.95,0,0,0.696,99.304,0.696,635.35,0
Algeria,Africa,Lower-middle,2009,35490442,4.18248E+11,38.5,38.47,0,0,0.3,0.3,0,38.2,0,0,0.779,99.221,0.779,634.55,0
Algeria,Africa,Lower-middle,2010,36188237,4.50706E+11,45.73,45.66,0,0,0.17,0.17,0,45.56,0,0,0.372,99.628,0.372,637,0
Algeria,Africa,Lower-middle,2011,36903374,4.82029E+11,51.22,51.08,0,0,0.5,0.5,0,50.72,0,0,0.976,99.024,0.976,633.35,0
Algeria,Africa,Lower-middle,2012,37646165,4.98418E+11,57.4,57.35,0,0,0.62,0.62,0,56.78,0,0,1.08,98.92,1.08,632.75,0
Algeria,Africa,Lower-middle,2013,38414176,5.12373E+11,59.89,59.8,0,0,0.33,0.33,0,59.56,0,0,0.551,99.449,0.551,636,0
Algeria,Africa,Lower-middle,2014,39205035,5.31844E+11,64.27,64.08,0,0,0.25,0.25,0,64.02,0,0,0.389,99.611,0.389,637,0
Algeria,Africa,Lower-middle,2015,40019528,5.51522E+11,68.84,68.81,0.06,0.02,0.22,0.14,0,68.62,0.087,0.029,0.32,99.68,0.32,637.42,0.04
Algeria,Africa,Lower-middle,2016,40850719,5.6917E+11,71.04,70.79,0.09,0.03,0.34,0.22,0,70.7,0.127,0.042,0.479,99.521,0.479,636.4,0.05
Algeria,Africa,Lower-middle,2017,41689302,5.77139E+11,76.07,75.73,0.57,0.01,0.64,0.06,0,75.43,0.749,0.013,0.841,99.159,0.841,634.15,0.26
Algeria,Africa,Lower-middle,2018,42505033,5.84064E+11,76.75,76.66,0.69,0.01,0.82,0.12,0,75.93,0.899,0.013,1.068,98.932,1.068,632.7,0.32
Algeria,Africa,Lower-middle,2019,43294551,5.89905E+11,81.61,81.47,0.71,0.01,0.87,0.15,0,80.74,0.87,0.012,1.066,98.934,1.066,632.77,0.32
Algeria,Africa,Lower-middle,2020,44042094,5.5982E+11,79.37,79.31,0.82,0.01,0.88,0.05,0,78.49,1.033,0.013,1.109,98.891,1.109,632.61,0.37
Algeria,Africa,Lower-middle,2021,44761099,5.78854E+11,85.6,84.45,0.79,0.01,0.81,0.01,0,84.79,0.923,0.012,0.946,99.054,0.946,633.53,0.36
Algeria,Africa,Lower-middle,2022,45477391,5.9582E+11,91.47,88.9,0.83,0.01,0.86,0.02,0,90.61,0.907,0.011,0.94,99.06,0.94,633.65,0.38
Algeria,Africa,Lower-middle,2023,46164222,,95.88,93.44,0.87,0.02,0.91,0.02,0,94.97,0.907,0.021,0.949,99.051,0.949,633.61,0.4
Algeria,Africa,Lower-middle,2024,46814302,,96.36,93.84,0.99,0.02,1.03,0.02,0,95.33,1.027,0.021,1.069,98.931,1.069,632.94,0.45
Argentina,South America,Upper-middle,2000,37213986,5.36481E+11,88.98,90.2,0,0.03,29,28.58,6.18,53.8,0,0.034,32.592,60.463,39.537,355.47,0.01
Argentina,South America,Upper-middle,2001,37624817,5.14867E+11,90.14,91.89,0,0.05,36.99,36.58,7.06,46.09,0,0.055,41.036,51.132,48.868,302.09,0.02
Argentina,South America,Upper-middle,2002,38029345,4.60559E+11,84.59,90.51,0,0.07,36.38,35.78,5.82,42.39,0,0.083,43.007,50.112,49.888,294.83,0.03
Argentina,South America,Upper-middle,2003,38424283,5.03104E+11,92.07,97.1,0,0.08,34.76,33.8,7.57,49.74,0,0.087,37.754,54.024,45.976,316.39,0.04
Argentina,South America,Upper-middle,2004,38815915,5.50306E+11,100.26,103.73,0,0.07,31.4,30.46,7.87,60.99,0,0.07,31.319,60.832,39.168,357.67,0.03
Argentina,South America,Upper-middle,2005,39216786,6.0105E+11,105.75,109.63,0,0.07,35.21,34.22,6.87,63.67,0,0.066,33.296,60.208,39.792,357.16,0.03
Argentina,South America,Upper-middle,2006,39622113,6.52297E+11,113.43,115.79,0,0.07,39.14,38.02,7.72,66.57,0,0.062,34.506,58.688,41.312,349.91,0.03
Argentina,South America,Upper-middle,2007,40016767,7.14725E+11,113.52,121.12,0,0.06,32.35,31.22,7.25,73.92,0,0.053,28.497,65.116,34.884,388.04,0.03
Argentina,South America,Upper-middle,2008,40424151,7.47157E+11,121.91,127.39,0,0.04,32.45,31.2,7.39,82.07,0,0.033,26.618,67.32,32.68,400.62,0.02
Argentina,South America,Upper-middle,2009,40854832,7.05921E+11,122.32,128.48,0,0.04,35.85,34.62,8.18,78.29,0,0.033,29.308,64.004,35.996,382.36,0.02
Argentina,South America,Upper-middle,2010,41288694,7.85785E+11,126,134.6,0,0.03,34.77,33.36,7.21,84.02,0,0.024,27.595,66.683,33.317,401.59,0.01
Argentina,South America,Upper-middle,2011,41730655,8.37743E+11,129.49,139.16,0,0.03,32.61,31.19,6.4,90.48,0,0.023,25.183,69.874,30.126,419.88,0.01
Argentina,South America,Upper-middle,2012,42161718,8.29147E+11,136.02,143.63,0.01,0.37,30.99,29.16,6.4,98.63,0.007,0.272,22.783,72.511,27.489,432.14,0.17
Argentina,South America,Upper-middle,2013,42582453,8.49088E+11,139.45,147.51,0.02,0.45,34.77,32.77,6.21,98.47,0.014,0.323,24.934,70.613,29.387,422.23,0.21
Argentina,South America,Upper-middle,2014,43024071,8.27751E+11,138.54,148.4,0.02,0.62,34.54,32.42,5.51,98.49,0.014,0.448,24.931,71.091,28.909,424.14,0.29
Argentina,South America,Upper-middle,2015,43477011,8.50357E+11,145.42,154.38,0.01,0.59,34.43,32.34,7.04,103.95,0.007,0.406,23.676,71.483,28.517,426.56,0.27
Argentina,South America,Upper-middle,2016,43900312,8.32669E+11,147.18,156.7,0.01,0.55,31.49,29.75,8.28,107.41,0.007,0.374,21.396,72.979,27.021,431.92,0.25
Argentina,South America,Upper-middle,2017,44288898,8.56142E+11,145.61,156.07,0.02,0.61,33.68,31.59,6.09,105.84,0.014,0.419,23.13,72.687,27.313,425.38,0.28
Argentina,South America,Upper-middle,2018,44654876,8.33737E+11,146.78,156.34,0.11,1.41,35.22,32.28,6.87,104.69,0.075,0.961,23.995,71.324,28.676,414.29,0.68
Argentina,South America,Upper-middle,2019,44973469,8.17054E+11,139.53,150.22,0.8,5,34.78,27.5,8.44,96.31,0.573,3.583,24.927,69.025,30.975,397.62,2.61
Argentina,South America,Upper-middle,2020,45191960,7.35814E+11,144.64,149.35,1.34,9.41,36.62,23.67,10.01,98.01,0.926,6.506,25.318,67.761,32.239,394.7,4.84
Argentina,South America,Upper-middle,2021,45312282,8.12324E+11,153.15,155.65,2.2,12.94,37.04,19.65,10.17,105.94,1.437,8.449,24.185,69.174,30.826,406.99,6.81
Argentina,South America,Upper-middle,2022,45407904,8.54914E+11,145.61,158.49,2.94,14.16,42.27,22.77,7.47,95.87,2.019,9.725,29.03,65.84,34.16,392.69,7.7
Argentina,South America,Upper-middle,2023,45538402,,148.56,163.9,3.28,14.48,51.65,31.49,8.96,87.95,2.208,9.747,34.767,59.202,40.798,350.9,7.99
Argentina,South America,Upper-middle,2024,45696153,,152.51,161.68,3.97,16.17,52.44,29.67,10.45,89.62,2.603,10.603,34.385,58.763,41.237,344.83,9.06
Argentina,South America,Upper-middle,2025,45851379,,153.15,162.45,5.14,18.62,52.96,26.25,10.76,89.43,3.356,12.158,34.58,58.394,41.606,346,10.69
Australia,Oceania,High,2000,19132472,6.92059E+11,216.83,216.83,0.05,0.13,17.54,16.47,0,199.29,0.023,0.06,8.089,91.911,8.089,805.98,0.08
Australia,Oceania,High,2001,19365438,7.1389E+11,224.26,224.26,0.05,0.29,17.26,16.12,0,207,0.022,0.129,7.696,92.304,7.696,803.13,0.15
Australia,Oceania,High,2002,19595356,7.47066E+11,223.49,223.49,0.06,0.53,17.95,16.09,0,205.54,0.027,0.237,8.032,91.968,8.032,794.67,0.27
Australia,Oceania,High,2003,19819449,7.74451E+11,225.95,225.95,0.06,0.7,18.66,16.21,0,207.29,0.027,0.31,8.258,91.742,8.258,792.17,0.34
Australia,Oceania,High,2004,20046679,8.09792E+11,229.23,229.23,0.07,0.8,19.38,15.69,0,209.85,0.031,0.349,8.454,91.546,8.454,792.83,0.39
Australia,Oceania,High,2005,20294490,8.40092E+11,230.74,230.74,0.08,1.3,20.72,15.47,0,210.02,0.035,0.563,8.98,91.02,8.98,791.8,0.62
Australia,Oceania,High,2006,20590566,8.66679E+11,237.99,237.99,0.1,2.16,21.14,14.95,0,216.85,0.042,0.908,8.883,91.117,8.883,790.5,1.02
Australia,Oceania,High,2007,20954545,9.11251E+11,243.19,243.19,0.11,2.85,20.29,13.05,0,222.9,0.045,1.172,8.343,91.657,8.343,791.15,1.33
Australia,Oceania,High,2008,21370595,9.3789E+11,245.38,245.38,0.14,3.46,19.12,11.82,0,226.26,0.057,1.41,7.792,92.208,7.792,791.51,1.62
Australia,Oceania,High,2009,21783014,9.6313E+11,249.9,249.9,0.29,4.44,20.16,12.64,0,229.74,0.116,1.777,8.067,91.933,8.067,785.11,2.13
Australia,Oceania,High,2010,22141583,9.93854E+11,250.97,250.97,0.98,4.99,22.16,13.75,0,228.81,0.39,1.988,8.83,91.17,8.83,775.67,2.69
Australia,Oceania,High,2011,22479779,1.024E+12,256.28,256.28,2.04,6.43,30.61,19.57,0,225.67,0.796,2.509,11.944,88.056,11.944,749.42,3.81
Australia,Oceania,High,2012,22852648,1.06266E+12,250.66,250.66,2.41,7.72,30.27,17.04,0,220.39,0.961,3.08,12.076,87.924,12.076,746.99,4.56
Australia,Oceania,High,2013,23236271,1.08607E+12,249.56,249.56,3.85,9.26,35.53,19.09,0,214.03,1.543,3.711,14.237,85.763,14.237,726.16,5.9
Australia,Oceania,High,2014,23595599,1.11389E+12,247.65,247.65,4.95,9.78,32.76,14.48,0,214.89,1.999,3.949,13.228,86.772,13.228,734.18,6.63
Australia,Oceania,High,2015,23947997,1.1393E+12,253.99,253.99,6.2,11.83,35.8,14.09,0,218.19,2.441,4.658,14.095,85.905,14.095,729.71,8.11
Australia,Oceania,High,2016,24329963,1.16997E+12,258.23,258.23,7.44,13.04,41.74,17.63,0,216.49,2.881,5.05,16.164,83.836,16.164,713.51,9.22
Australia,Oceania,High,2017,24731044,1.19783E+12,258.97,258.97,8.92,13.21,39.19,13.5,0,219.78,3.444,5.101,15.133,84.867,15.133,718.08,9.96
Australia,Oceania,High,2018,25119700,1.23158E+12,262.63,262.63,12.33,16.26,49.49,17.31,0,213.14,4.695,6.191,18.844,81.156,18.844,688.42,12.87
Australia,Oceania,High,2019,25482714,1.25551E+12,265.9,265.9,18.3,19.47,55.26,14.02,0,210.64,6.882,7.322,20.782,79.218,20.782,670.1,17
Australia,Oceania,High,2020,25743787,1.23226E+12,265.15,265.15,23.84,22.61,64.28,14.42,0,200.87,8.991,8.527,24.243,75.757,24.243,642.32,20.9
Australia,Oceania,High,2021,25956417,1.29671E+12,267.45,267.45,31.19,26.8,77.27,15.94,0,190.18,11.662,10.021,28.891,71.109,28.891,605.91,26.1
Australia,Oceania,High,2022,26200987,1.34425E+12,272.92,272.92,37.54,30.05,87.44,16.66,0,185.48,13.755,11.011,32.039,67.961,32.039,577.86,30.42
Australia,Oceania,High,2023,26451126,,273.11,273.11,44.99,31.87,95.07,15.08,0,178.04,16.473,11.669,34.81,65.19,34.81,556.7,34.59
Australia,Oceania,High,2024,26713206,,281.64,281.64,50.21,32.74,98.79,12.85,0,182.85,17.828,11.625,35.077,64.923,35.077,553.83,37.33
Australia,Oceania,High,2025,26974024,,286.34,286.34,56.09,39.23,110.58,12.22,,175.76,19.589,13.7,38.618,61.382,38.618,525.18,42.89
Austria,Europe,High,2000,8012929,2.8041E+11,59.64,58.27,0,0.07,43.44,41.84,0,16.2,0,0.117,72.837,27.163,72.837,203.39,0.03
Austria,Europe,High,2001,8042233,2.85336E+11,60.98,61.2,0.01,0.1,42.24,40.46,0,18.74,0.016,0.164,69.269,30.731,69.269,229.09,0.05
Austria,Europe,High,2002,8081640,2.91231E+11,60.63,61.33,0.01,0.14,41.9,40.23,0,18.73,0.016,0.231,69.108,30.892,69.108,226.13,0.07
Austria,Europe,High,2003,8122604,2.94489E+11,57.97,63.58,0.01,0.37,35.24,33.21,0,22.73,0.017,0.638,60.79,39.21,60.79,282.39,0.17
Austria,Europe,High,2004,8173496,3.03692E+11,61.85,64.93,0.02,0.93,39.62,36.76,0,22.23,0.032,1.504,64.058,35.942,64.058,259.34,0.43
Austria,Europe,High,2005,8229204,3.11441E+11,64.37,66.99,0.02,1.33,40.88,37.1,0,23.49,0.031,2.066,63.508,36.492,63.508,254,0.61
Austria,Europe,High,2006,8269901,3.23237E+11,62.21,68.55,0.02,1.75,40.66,35.66,0,21.55,0.032,2.813,65.359,34.641,65.359,253.01,0.8
Austria,Europe,High,2007,8296948,3.36304E+11,62.83,68.85,0.02,2.04,43.17,37.05,0,19.66,0.032,3.247,68.709,31.291,68.709,232.69,0.93
Austria,Europe,High,2008,8323250,3.42893E+11,64.38,69.24,0.03,2.01,44.53,38.33,0,19.85,0.047,3.122,69.167,30.833,69.167,220.41,0.92
Austria,Europe,High,2009,8345073,3.31119E+11,66.21,66.99,0.05,1.95,47.18,40.9,0,19.03,0.076,2.945,71.258,28.742,71.258,195.89,0.9
Austria,Europe,High,2010,8365087,3.38832E+11,67.82,70.26,0.09,2.06,44.99,38.36,0,22.83,0.133,3.037,66.337,33.663,66.337,226.78,0.97
Austria,Europe,High,2011,8393272,3.49713E+11,62.2,70.4,0.17,1.94,40.91,34.24,0,21.29,0.273,3.119,65.772,34.228,65.772,238.59,0.95
Austria,Europe,High,2012,8431599,3.52093E+11,68.65,71.45,0.34,2.46,51.33,43.85,0,17.32,0.495,3.583,74.771,25.229,74.771,185.87,1.26
Austria,Europe,High,2013,8481411,3.52183E+11,64.55,71.82,0.63,3.15,50.5,42.02,0,14.05,0.976,4.88,78.234,21.766,78.234,173.35,1.7
Austria,Europe,High,2014,8547812,3.54512E+11,61.55,70.82,0.79,3.85,50.2,41.01,0,11.35,1.284,6.255,81.56,18.44,81.56,150.45,2.09
Austria,Europe,High,2015,8644037,3.58108E+11,61.78,71.84,0.94,4.84,47.59,37.16,0,14.19,1.522,7.834,77.031,22.969,77.031,172.06,2.6
Austria,Europe,High,2016,8737920,3.65233E+11,64.87,72.03,1.1,5.23,51.08,39.97,0,13.79,1.696,8.062,78.742,21.258,78.742,154.62,2.85
Austria,Europe,High,2017,8798779,3.73482E+11,67.09,73.64,1.27,6.57,51.05,38.29,0,16.04,1.893,9.793,76.092,23.908,76.092,162.92,3.53
Austria,Europe,High,2018,8841653,3.8254E+11,64.67,73.62,1.46,6.03,50.06,37.64,0,14.61,2.258,9.324,77.408,22.592,77.408,157.88,3.37
Austria,Europe,High,2019,8880876,3.88345E+11,70.69,73.82,1.7,7.45,54.64,40.83,0,16.05,2.405,10.539,77.295,22.705,77.295,152.78,4.12
Austria,Europe,High,2020,8921402,3.63281E+11,69.03,71.23,2.04,6.79,55.42,42,0,13.61,2.955,9.836,80.284,19.716,80.284,133.28,3.97
Austria,Europe,High,2021,8967053,3.79835E+11,66.67,74.21,2.78,6.74,52.75,38.75,0,13.92,4.17,10.109,79.121,20.879,79.121,135.29,4.28
Austria,Europe,High,2022,9064678,3.98815E+11,64.47,73.17,3.79,7.24,50.41,34.63,0,14.06,5.879,11.23,78.191,21.809,78.191,140.84,4.96
Austria,Europe,High,2023,9130434,,70.98,70.91,6.89,8.04,60.16,40.67,0,10.82,9.707,11.327,84.756,15.244,84.756,111.72,6.72
Austria,Europe,High,2024,9120815,,78.47,71.69,8.14,9.14,67.66,45.71,0,10.81,10.373,11.648,86.224,13.776,86.224,103.48,7.78
Austria,Europe,High,2025,9113578,,73.22,75.84,10.31,8.31,61.21,37.93,0,12.01,14.081,11.349,83.597,16.403,83.597,116.91,8.38
Bangladesh,Asia,Lower-middle,2000,134544303,2.00824E+11,15.94,15.94,0,0,0.94,0.94,0,15,0,0,5.897,94.103,5.897,645.55,0
Bangladesh,Asia,Lower-middle,2001,136805810,2.13165E+11,17.38,17.38,0,0,0.98,0.98,0,16.4,0,0,5.639,94.361,5.639,647.3,0
Bangladesh,Asia,Lower-middle,2002,138933659,2.26285E+11,18.95,18.95,0,0,1.05,1.05,0,17.9,0,0,5.541,94.459,5.541,647.49,0
Bangladesh,Asia,Lower-middle,2003,140970355,2.42326E+11,20.07,20.07,0,0,1.12,1.12,0,18.95,0,0,5.58,94.42,5.58,648.23,0
Bangladesh,Asia,Lower-middle,2004,142902857,2.60373E+11,25.13,25.13,0,0,1.21,1.21,0,23.92,0,0,4.815,95.185,4.815,653,0
Bangladesh,Asia,Lower-middle,2005,144715789,2.80264E+11,26.96,26.96,0,0,1.28,1.28,0,25.68,0,0,4.748,95.252,4.748,654.67,0
Bangladesh,Asia,Lower-middle,2006,146405983,3.03255E+11,30.16,30.16,0.01,0,1.39,1.38,0,28.77,0.033,0,4.609,95.391,4.609,655.84,0
Bangladesh,Asia,Lower-middle,2007,147989282,3.27073E+11,30.99,30.99,0.02,0,0.76,0.74,0,30.23,0.065,0,2.452,97.548,2.452,673.12,0.01
Bangladesh,Asia,Lower-middle,2008,149474264,3.49461E+11,34.23,34.23,0.02,0,0.96,0.94,0,33.27,0.058,0,2.805,97.195,2.805,672.51,0.01
Bangladesh,Asia,Lower-middle,2009,150873716,3.72693E+11,37.23,37.23,0.03,0,0.47,0.44,0,36.76,0.081,0,1.262,98.738,1.262,681.98,0.01
Bangladesh,Asia,Lower-middle,2010,152201978,4.00088E+11,40.86,40.86,0.07,0,0.83,0.76,0,40.03,0.171,0,2.031,97.969,2.031,675.23,0.03
Bangladesh,Asia,Lower-middle,2011,153591074,4.31419E+11,44.22,44.22,0.06,0,0.98,0.92,0,43.24,0.136,0,2.216,97.784,2.216,672.55,0.03
Bangladesh,Asia,Lower-middle,2012,155070110,4.58457E+11,48.62,48.62,0.09,0,0.91,0.82,0,47.71,0.185,0,1.872,98.128,1.872,673.8,0.04
Bangladesh,Asia,Lower-middle,2013,156532134,4.86135E+11,53.34,53.34,0.13,0,1.07,0.94,0,52.27,0.244,0,2.006,97.994,2.006,673.79,0.06
Bangladesh,Asia,Lower-middle,2014,157964931,5.16794E+11,56.05,58.32,0.16,0,0.78,0.62,0,55.27,0.285,0,1.392,98.608,1.392,676.54,0.07
Bangladesh,Asia,Lower-middle,2015,159383179,5.52105E+11,59.29,62.67,0.2,0.01,0.8,0.59,0,58.49,0.337,0.017,1.349,98.651,1.349,675.83,0.09
Bangladesh,Asia,Lower-middle,2016,160811934,5.89933E+11,69.09,72.91,0.22,0.01,1.24,1.01,0,67.85,0.318,0.014,1.795,98.205,1.795,672.6,0.1
Bangladesh,Asia,Lower-middle,2017,162186146,6.30958E+11,73.45,78.11,0.25,0.01,1.29,1.03,0,72.16,0.34,0.014,1.756,98.244,1.756,672.16,0.12
Bangladesh,Asia,Lower-middle,2018,163523109,6.78912E+11,79.15,83.93,0.31,0.01,1.4,1.08,0,77.75,0.392,0.013,1.769,98.231,1.769,673.03,0.14
Bangladesh,Asia,Lower-middle,2019,164913060,7.17215E+11,85.11,91.9,0.37,0.01,1.19,0.81,0,83.92,0.435,0.012,1.398,98.602,1.398,675.24,0.17
Bangladesh,Asia,Lower-middle,2020,166298024,7.54358E+11,85.46,92.13,0.46,0.01,1.25,0.78,0,84.21,0.538,0.012,1.463,98.537,1.463,678.91,0.21
Bangladesh,Asia,Lower-middle,2021,167658855,8.07308E+11,95.65,103.75,0.61,0.01,1.35,0.73,0,94.3,0.638,0.01,1.411,98.589,1.411,679.04,0.28
Bangladesh,Asia,Lower-middle,2022,169384891,8.58144E+11,102.25,109.96,0.87,0.01,1.59,0.71,0,100.66,0.851,0.01,1.555,98.445,1.555,676.48,0.4
Bangladesh,Asia,Lower-middle,2023,171466986,,100.73,111.16,1.07,0,1.72,0.65,0,99.01,1.062,0,1.708,98.292,1.708,682.72,0.48
Bangladesh,Asia,Lower-middle,2024,173562366,,101.74,111.74,1.22,0,1.92,0.7,0,99.82,1.199,0,1.887,98.113,1.887,695.7,0.55
Bangladesh,Asia,Lower-middle,2025,175686904,,103.4,118.06,1.56,0,2.21,0.65,0,101.19,1.509,0,2.137,97.863,2.137,696.13,0.7
Belgium,Europe,High,2000,10251719,3.45707E+11,82.79,87.12,0,0.02,1.05,0.46,48.16,33.58,0,0.024,1.268,40.56,59.44,269.6,0.01
Belgium,Europe,High,2001,10287005,3.49015E+11,78.63,87.74,0,0.04,1.08,0.44,46.35,31.2,0,0.051,1.374,39.68,60.32,252.83,0.02
Belgium,Europe,High,2002,10332975,3.55706E+11,80.94,88.53,0,0.06,1.14,0.36,47.36,32.44,0,0.074,1.408,40.079,59.921,249.82,0.03
Belgium,Europe,High,2003,10376262,3.58937E+11,83.57,89.98,0,0.09,1.2,0.25,47.38,34.99,0,0.108,1.436,41.869,58.131,249.13,0.04
Belgium,Europe,High,2004,10421298,3.72499E+11,82.91,90.69,0,0.14,1.5,0.32,47.31,34.1,0,0.169,1.809,41.129,58.871,247.62,0.06
Belgium,Europe,High,2005,10478883,3.8084E+11,84.38,90.68,0,0.23,2.11,0.29,47.6,34.67,0,0.273,2.501,41.088,58.912,241.05,0.1
Belgium,Europe,High,2006,10548445,3.90875E+11,83.34,93.5,0,0.37,2.96,0.36,46.65,33.73,0,0.444,3.552,40.473,59.527,231.58,0.17
Belgium,Europe,High,2007,10625488,4.04722E+11,86.81,93.59,0.01,0.49,3.49,0.39,48.23,35.09,0.012,0.564,4.02,40.422,59.578,224.28,0.22
Belgium,Europe,High,2008,10709711,4.08291E+11,83.06,93.66,0.04,0.64,4.42,0.41,45.57,33.07,0.048,0.771,5.321,39.815,60.185,218.28,0.31
Belgium,Europe,High,2009,10812936,3.9949E+11,89.76,87.92,0.17,0.99,5.44,0.33,47.22,37.1,0.189,1.103,6.061,41.332,58.668,216.91,0.52
Belgium,Europe,High,2010,10936619,4.11262E+11,93.04,93.59,0.58,1.3,6.57,0.31,47.94,38.53,0.623,1.397,7.061,41.412,58.588,212.81,0.85
Belgium,Europe,High,2011,11038624,4.20934E+11,89.28,91.82,1.21,2.32,8.36,0.2,48.23,32.69,1.355,2.599,9.364,36.615,63.385,192.88,1.59
Belgium,Europe,High,2012,11107522,4.24046E+11,81.51,91.45,2.15,2.76,10.51,0.36,40.29,30.71,2.638,3.386,12.894,37.676,62.324,202.68,2.21
Belgium,Europe,High,2013,11160277,4.25993E+11,81.95,91.59,2.64,3.67,11.72,0.38,42.64,27.59,3.221,4.478,14.301,33.667,66.333,184.26,2.84
Belgium,Europe,High,2014,11210113,4.32718E+11,71.2,88.8,2.89,4.62,12.21,0.29,33.7,25.29,4.059,6.489,17.149,35.52,64.48,189.89,3.38
Belgium,Europe,High,2015,11275332,4.41551E+11,68.43,89.43,3.06,5.57,14.44,0.32,26.1,27.89,4.472,8.14,21.102,40.757,59.243,215.55,3.88
Belgium,Europe,High,2016,11332707,4.47145E+11,84.31,90.49,3.1,5.42,14.25,0.37,43.52,26.54,3.677,6.429,16.902,31.479,68.521,158.7,3.83
Belgium,Europe,High,2017,11376583,4.54386E+11,85.34,91.36,3.31,6.52,15.8,0.27,42.23,27.31,3.879,7.64,18.514,32.001,67.999,159.48,4.42
Belgium,Europe,High,2018,11428608,4.62533E+11,73.87,91.2,3.9,7.57,17.16,0.29,28.6,28.11,5.28,10.248,23.23,38.053,61.947,186.95,5.16
Belgium,Europe,High,2019,11490623,4.72898E+11,92.69,90.84,4.25,9.75,19.45,0.3,43.52,29.72,4.585,10.519,20.984,32.064,67.936,156.54,6.3
Belgium,Europe,High,2020,11540102,4.47544E+11,88.29,87.96,5.11,12.81,23.45,0.27,34.43,30.41,5.788,14.509,26.56,34.443,65.557,166.61,8.06
Belgium,Europe,High,2021,11570843,4.74996E+11,99.4,91.52,5.62,12,22.75,0.42,50.33,26.32,5.654,12.072,22.887,26.479,73.521,131.79,7.93
Belgium,Europe,High,2022,11641814,4.89678E+11,94.33,86.8,6.88,12.35,24.43,0.27,43.88,26.02,7.294,13.092,25.898,27.584,72.416,139.4,8.65
Belgium,Europe,High,2023,11712891,,82.13,83.77,7.83,15.44,27.46,0.4,32.93,21.74,9.534,18.799,33.435,26.47,73.53,134.67,10.47
Belgium,Europe,High,2024,11738761,,76.01,86.35,8.56,14.06,26.78,0.55,31.25,17.98,11.262,18.498,35.232,23.655,76.345,126.96,10.18
Belgium,Europe,High,2025,11758601,,72.89,86.56,10.45,13.72,28.38,0.44,24.11,20.4,14.337,18.823,38.935,27.987,72.013,149.82,10.88
Brazil,South America,Upper-middle,2000,174018278,1.73973E+12,348.93,391.92,0,0,312.26,304.4,6.05,30.62,0,0,89.491,8.775,91.225,89.45,0
Brazil,South America,Upper-middle,2001,176301201,1.78551E+12,328.55,366.4,0,0.03,276.93,267.88,14.28,37.34,0,0.009,84.289,11.365,88.635,105.74,0.01
Brazil,South America,Upper-middle,2002,178503485,1.86174E+12,345.72,382.28,0,0.06,296.42,286.09,13.84,35.46,0,0.017,85.74,10.257,89.743,97.3,0.03
Brazil,South America,Upper-middle,2003,180622688,1.90493E+12,364.39,402.58,0,0.06,317.62,305.62,13.36,33.41,0,0.016,87.165,9.169,90.831,90.67,0.03
Brazil,South America,Upper-middle,2004,182675144,2.03845E+12,387.49,424.87,0,0.06,333.38,320.8,11.61,42.5,0,0.015,86.036,10.968,89.032,101.78,0.03
Brazil,South America,Upper-middle,2005,184688101,2.12921E+12,403.07,442.11,0,0.09,351.19,337.46,9.85,42.03,0,0.022,87.129,10.427,89.573,98.89,0.04
Brazil,South America,Upper-middle,2006,186653099,2.24081E+12,419.45,460.61,0,0.24,363.89,348.8,13.75,41.81,0,0.057,86.754,9.968,90.032,95.96,0.11
Brazil,South America,Upper-middle,2007,188552311,2.40563E+12,445.15,483.98,0,0.66,392.74,374.02,12.35,40.06,0,0.148,88.226,8.999,91.001,90.91,0.3
Brazil,South America,Upper-middle,2008,190367297,2.55984E+12,463.18,505.39,0,1.18,390.53,369.56,13.97,58.68,0,0.255,84.315,12.669,87.331,113.63,0.53
