country,year,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct
Philippines,2004,,,6.7
Philippines,2005,,,-3
Philippines,2006,,150,11.7
Philippines,2007,,20,-7.9
Philippines,2008,,0,9.4
Philippines,2009,,0,-2.2
Philippines,2010,,0,-11.7
Philippines,2011,,50,11.3
Philippines,2012,,-11.1,4.6
Philippines,2013,,-12.5,-4.2
Philippines,2014,,114.3,-0.5
Philippines,2015,600,400,5.9
Philippines,2016,685.7,30.7,5
Philippines,2017,9.1,11.2,5.4
Philippines,2018,4.2,5.5,0.6
Philippines,2019,0,-9.6,-5.4
Philippines,2020,9.6,-1,-2
Philippines,2021,7.3,24.3,8.4
Philippines,2022,23.8,-17.2,5.6
Philippines,2023,0,27.4,1.2
Philippines,2024,14.3,11.1,1.6
Philippines,2025,44.2,-2.7,12.9
Poland,2000,,,
Poland,2001,,,19.3
Poland,2002,,500,-0.4
Poland,2003,,100,-18.8
Poland,2004,,16.7,42.2
Poland,2005,,0,20.3
Poland,2006,,85.7,11.4
Poland,2007,,100,26.6
Poland,2008,,61.5,21.7
Poland,2009,,28.6,31.5
Poland,2010,,53.7,25.2
Poland,2011,,92.8,20.7
Poland,2012,,48.4,28.6
Poland,2013,,26.3,1.1
Poland,2014,,28,16.4
Poland,2015,500,41.4,14.3
Poland,2016,100,15.9,0.5
Poland,2017,41.7,18.4,5.8
Poland,2018,76.5,-14.2,-10.4
Poland,2019,136.7,18,17.8
Poland,2020,176.1,4.6,10.9
Poland,2021,100.5,2.7,8.3
Poland,2022,111.5,21.9,23.3
Poland,2023,33.7,22.2,21.7
Poland,2024,59,7.1,16.9
Poland,2025,10.7,-4.9,1.8
Romania,2000,,,
Romania,2001,,,0.9
Romania,2002,,,7.6
Romania,2003,,,-17.4
Romania,2004,,,24.5
Romania,2005,,,22.5
Romania,2006,,,-9.2
Romania,2007,,,-12.8
Romania,2008,,,7.6
Romania,2009,,,-9.7
Romania,2010,,3000,30.5
Romania,2011,,348.4,-19.6
Romania,2012,,89.9,-8.5
Romania,2013,4100,71.2,35
Romania,2014,285.7,37.2,34.6
Romania,2015,22.2,13.9,-3.4
Romania,2016,-8.1,-6.7,3
Romania,2017,2.2,12.4,-9.9
Romania,2018,-4.8,-14.7,7.8
Romania,2019,0.6,7.1,-6
Romania,2020,-2.8,2.7,-0.1
Romania,2021,-1.7,-5.3,7
Romania,2022,17.1,6.4,-10.3
Romania,2023,12.1,7.9,20.1
Romania,2024,53.4,-14.8,-13.5
Romania,2025,42.7,-7.2,-4.4
Russia,2000,,,
Russia,2001,,,6
Russia,2002,,,-6.7
Russia,2003,,0,-3.9
Russia,2004,,0,12.9
Russia,2005,,0,-1.7
Russia,2006,,0,0.4
Russia,2007,,0,2.1
Russia,2008,,0,-6.9
Russia,2009,,-100,5.7
Russia,2010,,,-4.4
Russia,2011,,,-2
Russia,2012,,0,0.2
Russia,2013,,-100,10.8
Russia,2014,1500,,-4.1
Russia,2015,112.5,50,-3
Russia,2016,38.2,0,9.9
Russia,2017,14.9,-6.7,0.4
Russia,2018,14.8,71.4,3
Russia,2019,59.7,29.2,2.2
Russia,2020,87.9,267.7,10.2
Russia,2021,24.2,126.3,1.8
Russia,2022,3.9,62.8,-6.9
Russia,2023,9.6,13.1,1.9
Russia,2024,11,-3.8,4.7
Russia,2025,-2.7,-20.4,-5.4
Saudi Arabia,2000,,,
Saudi Arabia,2001,,,
Saudi Arabia,2002,,,
Saudi Arabia,2003,,,
Saudi Arabia,2004,,,
Saudi Arabia,2005,,,
Saudi Arabia,2006,,,
Saudi Arabia,2007,,,
Saudi Arabia,2008,,,
Saudi Arabia,2009,,,
Saudi Arabia,2010,,,
Saudi Arabia,2011,,,
Saudi Arabia,2012,200,,200
Saudi Arabia,2013,33.3,,33.3
Saudi Arabia,2014,25,,25
Saudi Arabia,2015,0,,0
Saudi Arabia,2016,0,,0
Saudi Arabia,2017,40,,40
Saudi Arabia,2018,128.6,,128.6
Saudi Arabia,2019,31.2,,37.5
Saudi Arabia,2020,333.3,0,318.2
Saudi Arabia,2021,8.8,0,8.7
Saudi Arabia,2022,23.2,7800,101
Saudi Arabia,2023,156.6,101.3,134.8
Saudi Arabia,2024,162.9,0,108.1
Singapore,2000,,,
Singapore,2001,,,40.8
Singapore,2002,,,11.6
Singapore,2003,,,28.6
Singapore,2004,,,-3
Singapore,2005,,,0
Singapore,2006,,,-1
Singapore,2007,,,4.2
Singapore,2008,,,5.1
Singapore,2009,,,1
Singapore,2010,,,12.4
Singapore,2011,,,1.7
Singapore,2012,,,5.8
Singapore,2013,,,33.1
Singapore,2014,,,-18.3
Singapore,2015,,,5.8
Singapore,2016,,,2.7
Singapore,2017,33.3,,0.7
Singapore,2018,16.7,,-1.3
Singapore,2019,35.7,,1.3
Singapore,2020,57.9,,-1.3
Singapore,2021,33.3,,8.7
Singapore,2022,67.5,,43.8
Singapore,2023,40.3,,11.6
Singapore,2024,36.2,,13.1
Singapore,2025,28.1,,12.2
South Korea,2000,,,
South Korea,2001,0,-50,-40.8
South Korea,2002,0,0,40.6
South Korea,2003,0,100,49
South Korea,2004,0,150,-8.8
South Korea,2005,0,160,-12.7
South Korea,2006,200,84.6,-2.2
South Korea,2007,133.3,58.3,12.1
South Korea,2008,300,15.8,-0.4
South Korea,2009,103.6,56.8,3.8
South Korea,2010,35.1,18.8,23.4
South Korea,2011,19.5,4.9,30.1
South Korea,2012,22.8,5.8,10.4
South Korea,2013,47.8,26.4,25.2
South Korea,2014,61.1,0,26
South Korea,2015,57.2,16.5,17.9
South Korea,2016,30.5,25.4,19.3
South Korea,2017,40.2,29.2,23.2
South Korea,2018,31.4,13.4,24.5
South Korea,2019,39.5,8.9,18.7
South Korea,2020,36.3,17.5,22.4
South Korea,2021,27.8,1,19.1
South Korea,2022,24.3,6,15.4
South Korea,2023,8.2,0.6,6.5
South Korea,2024,-1.6,-0.9,2.8
South Korea,2025,15.5,8.3,6.9
Spain,2000,,,
Spain,2001,100,42.9,42.9
Spain,2002,0,38.2,-32.7
Spain,2003,0,29.2,68.1
Spain,2004,0,30.1,-10.1
Spain,2005,150,34.9,-15.7
Spain,2006,140,10,23.4
Spain,2007,333.3,18.3,11.8
Spain,2008,396.2,19.5,6.6
Spain,2009,134.9,15.7,19.2
Spain,2010,18.6,16.1,32
Spain,2011,30.7,-3,-10.5
Spain,2012,27.3,15.3,-0.6
Spain,2013,9.4,12.5,28.1
Spain,2014,4.4,-6.5,-1
Spain,2015,1.4,-5.2,-12
Spain,2016,-1.6,-0.9,7.8
Spain,2017,5.6,0.5,-16
Spain,2018,-11.5,3.6,18.1
Spain,2019,18.5,9.4,-2.8
Spain,2020,36.9,1.4,12.7
Spain,2021,31.1,10,10.5
Spain,2022,31.8,1.2,-2.3
Spain,2023,36,2.4,17
Spain,2024,20,-3.2,12
Spain,2025,7.9,-5.5,-0.2
Sweden,2000,,,
Sweden,2001,,4.3,0.2
Sweden,2002,,27.1,-14.6
Sweden,2003,,11.5,-17.5
Sweden,2004,,26.5,16.1
Sweden,2005,,8.1,19.1
Sweden,2006,,5.4,-12.5
Sweden,2007,,45.9,9
Sweden,2008,,39.9,5.1
Sweden,2009,,24.5,-2
Sweden,2010,0,40.2,2.9
Sweden,2011,0,75.1,2.4
Sweden,2012,100,17.3,16.9
Sweden,2013,100,37.2,-15.9
Sweden,2014,25,14.2,3.7
Sweden,2015,100,45.2,19.5
Sweden,2016,40,-5.1,-13
Sweden,2017,64.3,13.8,6.7
Sweden,2018,78.3,-5.6,-4.1
Sweden,2019,65.9,19.4,8.5
Sweden,2020,54.4,38.6,13.3
Sweden,2021,45.7,-1,3.2
Sweden,2022,29.4,22,2.1
Sweden,2023,57.1,3,-2.5
Sweden,2024,33.8,18.1,3.6
Sweden,2025,6.5,-3.8,1.8
Switzerland,2000,,,
Switzerland,2001,0,,12
Switzerland,2002,0,,-14.5
Switzerland,2003,100,,-1.1
Switzerland,2004,0,,-2.7
Switzerland,2005,0,0,-7.1
Switzerland,2006,0,0,-0.5
Switzerland,2007,50,100,13.5
Switzerland,2008,33.3,0,2.3
Switzerland,2009,25,0,-0.8
Switzerland,2010,80,100,1.2
Switzerland,2011,88.9,75,-9.2
Switzerland,2012,76.5,28.6,19.1
Switzerland,2013,66.7,0,0.3
Switzerland,2014,68,11.1,0
Switzerland,2015,33.3,10,1.1
Switzerland,2016,18.8,0,-8
Switzerland,2017,26.3,18.2,-0.1
Switzerland,2018,16.1,-7.7,3
Switzerland,2019,11.8,25,8.7
Switzerland,2020,19.3,0,0.9
Switzerland,2021,9.2,-6.7,-1.4
Switzerland,2022,35.9,7.1,-14.3
Switzerland,2023,19.7,13.3,23
Switzerland,2024,22.5,5.9,19.4
Switzerland,2025,39.4,-22.2,-16.6
Taiwan,2000,,,
Taiwan,2001,,,14.4
Taiwan,2002,,100,-31.5
Taiwan,2003,,0,9.5
Taiwan,2004,,50,5.6
Taiwan,2005,,200,18.1
Taiwan,2006,,211.1,3.5
Taiwan,2007,,57.1,8.4
Taiwan,2008,,34.1,-0.3
Taiwan,2009,,33.9,-6.2
Taiwan,2010,100,30.4,12.2
Taiwan,2011,200,44.7,4.4
Taiwan,2012,166.7,-5.4,22.9
Taiwan,2013,100,16.3,1.8
Taiwan,2014,65.6,-8.5,-10.4
Taiwan,2015,60.4,2,6.3
Taiwan,2016,30.6,-4.6,25.6
Taiwan,2017,50.5,17.8,-3.1
Taiwan,2018,61.7,-0.6,1.5
Taiwan,2019,48.9,10.5,23.8
Taiwan,2020,51,22.2,-0.3
Taiwan,2021,31.3,-1.7,17.3
Taiwan,2022,34,57.7,40.5
Taiwan,2023,20.9,74.3,13.7
Taiwan,2024,15.4,65.5,25.4
Taiwan,2025,5.2,16.3,12
Thailand,2000,,,
Thailand,2001,,,5.8
Thailand,2002,,,19.6
Thailand,2003,,,3.9
Thailand,2004,,,-8.3
Thailand,2005,,,-2.7
Thailand,2006,,,32.5
Thailand,2007,0,,4.4
Thailand,2008,0,,-12.4
Thailand,2009,0,,1.4
Thailand,2010,50,,-5.3
Thailand,2011,50,,36.8
Thailand,2012,455.6,,13.7
Thailand,2013,152,1650,-7.3
Thailand,2014,53.2,14.3,12.3
Thailand,2015,23.3,-17.5,-2.8
Thailand,2016,49.2,15.2,16.4
Thailand,2017,27.9,192.1,22.2
Thailand,2018,0,47.7,30
Thailand,2019,13.4,123.8,8.6
Thailand,2020,-2.3,-12.3,-9.5
Thailand,2021,-0.8,9.6,5.5
Thailand,2022,0.8,-15.3,7.6
Thailand,2023,2.2,25.1,4.5
Thailand,2024,5.6,-9.6,-0.5
Thailand,2025,83.8,0.9,5.4
Turkey,2000,,,
Turkey,2001,,100,-21.9
Turkey,2002,,-16.7,39.5
Turkey,2003,,20,4.7
Turkey,2004,,0,30.2
Turkey,2005,,0,-14.2
Turkey,2006,,116.7,12
Turkey,2007,,176.9,-18.1
Turkey,2008,,136.1,-5.6
Turkey,2009,,76.5,10.8
Turkey,2010,,94.7,46.1
Turkey,2011,,61.6,4.3
Turkey,2012,,24.2,12.3
Turkey,2013,,29,6.1
Turkey,2014,,12.7,-24
Turkey,2015,850,36.7,59
Turkey,2016,447.4,33.2,7.9
Turkey,2017,177.9,15.3,-3.3
Turkey,2018,169.9,10.9,11
Turkey,2019,22.7,8.9,35.8
Turkey,2020,17,13.8,-3.1
Turkey,2021,18.6,26,-8.8
Turkey,2022,14.2,11.8,15.7
Turkey,2023,21.4,-2.3,0
Turkey,2024,39.5,7.8,15.9
Turkey,2025,45.1,7.9,-1.7
United Arab Emirates,2000,,,
United Arab Emirates,2001,,,
United Arab Emirates,2002,,,
United Arab Emirates,2003,,,
United Arab Emirates,2004,,,
United Arab Emirates,2005,,,
United Arab Emirates,2006,,,
United Arab Emirates,2007,,,
United Arab Emirates,2008,,,
United Arab Emirates,2009,,,
United Arab Emirates,2010,100,,100
United Arab Emirates,2011,0,,0
United Arab Emirates,2012,0,,0
United Arab Emirates,2013,350,,350
United Arab Emirates,2014,244.4,,244.4
United Arab Emirates,2015,-3.2,,-3.2
United Arab Emirates,2016,6.7,,6.7
United Arab Emirates,2017,134.4,,134.4
United Arab Emirates,2018,60,,60
United Arab Emirates,2019,205,,205
United Arab Emirates,2020,41.5,,41.5
United Arab Emirates,2021,20.7,,20.7
United Arab Emirates,2022,23.8,,24
United Arab Emirates,2023,86,,89.3
United Arab Emirates,2024,5.6,233.3,6.5
United Kingdom,2000,,,
United Kingdom,2001,,2.1,-3.7
United Kingdom,2002,,30.2,16.6
United Kingdom,2003,,3.2,-3.9
United Kingdom,2004,,50.4,32.3
United Kingdom,2005,,49.5,19.7
United Kingdom,2006,0,45.5,6.9
United Kingdom,2007,0,24.9,8.7
United Kingdom,2008,100,35.3,11.5
United Kingdom,2009,0,30.2,15
United Kingdom,2010,100,10.9,3.7
United Kingdom,2011,500,55.1,34.5
United Kingdom,2012,462.5,24.3,17.2
United Kingdom,2013,48.9,43.1,29
United Kingdom,2014,101.5,12.5,21.2
United Kingdom,2015,85.9,26,29.2
United Kingdom,2016,38.2,-7.7,-0.4
United Kingdom,2017,10.1,33.6,19.1
United Kingdom,2018,10.6,14.6,11.4
United Kingdom,2019,-2,12.2,8.7
United Kingdom,2020,1,18.5,11.6
United Kingdom,2021,-3.3,-14.1,-8.3
United Kingdom,2022,10,23.5,10.3
United Kingdom,2023,4,2.4,0.5
United Kingdom,2024,6.6,1.4,6.1
United Kingdom,2025,30.6,3.1,5.6
United States,2000,,,
United States,2001,10.2,20.6,-20.2
United States,2002,1.9,53.6,20.1
United States,2003,-3.6,8.1,3.8
United States,2004,9.4,26.4,-1.2
United States,2005,-5.2,26,2.3
United States,2006,-7.3,49.3,8
United States,2007,19.6,29.6,-8.7
United States,2008,41,60.7,8.4
United States,2009,3.5,33.5,10.2
United States,2010,36,28.1,2.1
United States,2011,50.4,27,20.1
United States,2012,137.9,17.2,-3.4
United States,2013,108.8,19.2,5.7
United States,2014,219.9,8.2,5.1
United States,2015,35,5,1.8
United States,2016,40.6,19,12.3
United States,2017,40.8,12,13.2
United States,2018,20.8,7.2,3.7
United States,2019,14.5,8.5,3.8
United States,2020,22.3,14.2,8
United States,2021,25.8,11.9,4.9
United States,2022,24.7,14.8,11.2
United States,2023,16.5,-3,0.7
United States,2024,27.1,7.3,9.5
United States,2025,28,2.8,9.7
Uzbekistan,2000,,,
Uzbekistan,2001,,,23.5
Uzbekistan,2002,,,38.1
Uzbekistan,2003,,,35.7
Uzbekistan,2004,,,-25.3
Uzbekistan,2005,,,46.4
Uzbekistan,2006,,,-47.9
Uzbekistan,2007,,,0.4
Uzbekistan,2008,,,-3.9
Uzbekistan,2009,,,44.3
Uzbekistan,2010,,,26.4
Uzbekistan,2011,,,-30.4
Uzbekistan,2012,,,16.7
Uzbekistan,2013,,,-14.3
Uzbekistan,2014,,,6.5
Uzbekistan,2015,,,12.4
Uzbekistan,2016,,,0.6
Uzbekistan,2017,,,15.7
Uzbekistan,2018,0,,-25.6
Uzbekistan,2019,0,,9.5
Uzbekistan,2020,0,,-22.6
Uzbekistan,2021,400,,0.2
Uzbekistan,2022,780,,37.8
Uzbekistan,2023,2.3,,9.8
Uzbekistan,2024,544.4,245.5,71.1
Uzbekistan,2025,124.1,110.5,29.2
Venezuela,2000,,,
Venezuela,2001,,,-3.9
Venezuela,2002,,,-1.5
Venezuela,2003,,,1.7
Venezuela,2004,,,15.8
Venezuela,2005,,,10.2
Venezuela,2006,,,5.7
Venezuela,2007,,,1.8
Venezuela,2008,,,4.6
Venezuela,2009,,,-1
Venezuela,2010,,,-10.7
Venezuela,2011,,,9
Venezuela,2012,,,-1.9
Venezuela,2013,,80,1.9
Venezuela,2014,,0,-23
Venezuela,2015,,0,16.5
Venezuela,2016,0,0,-15.9
Venezuela,2017,0,0,-3.9
Venezuela,2018,0,-55.6,-4
Venezuela,2019,0,50,-14.6
Venezuela,2020,0,-66.7,25.8
Venezuela,2021,0,0,5.1
Venezuela,2022,0,0,-1.8
Venezuela,2023,0,0,0.7
Venezuela,2024,0,0,12.3
Vietnam,2000,,,
Vietnam,2001,,,25.2
Vietnam,2002,,,-0.1
Vietnam,2003,,,4.3
Vietnam,2004,,,-6.2
Vietnam,2005,,,-7
Vietnam,2006,,,19.2
Vietnam,2007,,,13.9
Vietnam,2008,,,15.6
Vietnam,2009,,,15.4
Vietnam,2010,,300,-4.8
Vietnam,2011,0,0,43.9
Vietnam,2012,0,0,29.7
Vietnam,2013,0,75,8.5
Vietnam,2014,0,0,7.5
Vietnam,2015,0,71.4,-9.6
Vietnam,2016,0,66.7,14.1
Vietnam,2017,0,75,34.6
Vietnam,2018,100,40,-2.8
Vietnam,2019,24000,46.9,-14.4
Vietnam,2020,123.2,36.1,18
Vietnam,2021,143,240.8,27.7
Vietnam,2022,-1.5,172.2,20.9
Vietnam,2023,-0.2,27.5,-9.4
Vietnam,2024,0.7,10,8.1
Vietnam,2025,-10.9,12.7,9.7
